variable,own_land,rented_land,someone_elses_land,prof_tech,mgmt_admin,clerical,sales,services,industrial,total,number_of_women,agriculture,non_agriculture,agricultural,non_agricultural
Total,29.9,1.6,12.9,5.2,0.3,2.9,24.7,6,16.6,100,14328,44.4,55.7,44.4,55.7
